title,rating,stars
归去来,5.0分,"主演唐嫣,罗晋,许龄月,于济玮"
冒险王卫斯理之无名发,2.0分,"主演余文乐,杨蓉,胡然,伍允龙"
爱情珠宝,5.0分,"主演娄艺潇,毛林林,纳瓦·君拉纳拉,罗嘉良"
电竞纪元,2.0分,"主演施柏宇,阿利亚,李嘉灏,刘海宽"
绝地枪王第一部,2.0分,"主演于毅,周扬,张鲁一,孙松"
绝地枪王第二部,5.0分,"主演徐洪浩,周扬,牛宝军,曹磊"
昆仑阙之前世今生,3.0分,"主演张馨予,徐海乔,苏青,吕聿来"
每个人都有秘密,2.0分,"主演陈键锋,江语晨,巩新亮,陈司翰"
青云志第一部,5.0分,"主演李易峰,赵丽颖,杨紫,舒畅"
青云志第二部,2.0分,"主演李易峰,赵丽颖,杨紫,成毅"
神兽麻将馆,3.0分,"主演李晨浩,白柳汐,苑乔,陶帅"
乡村爱情9,2.0分,"主演赵本山,贺树峰,毕畅,唐鉴军"
向幸福出发,1.0分,"主演乔任梁,袁姗姗,袁文康,袁冰妍"
约会恋爱究竟是什么,4.0分,"主演郭晓东,王姿允,王伟忠,樊野"
热血狂篮,2.0分,"主演佟梦实,邢菲,聂子皓,涂冰"
重案六组第一季,2.0分,"主演李诚儒,王茜,张潮,董勇"
重案六组第四季,5.0分,"主演王茜,张潮,邢岷山,郭昊伦"
重案六组第二季,2.0分,"主演丁志城,王茜,王挺,张潮"
风云第二部,4.0分,"主演赵文卓,何润东,冯绍峰,黄奕"
无间密室,5.0分,主演王大虹
神探包青天,4.0分,"主演张子健,淳于珊珊,曲栅栅,于震"
爱情公寓第四部,1.0分,"主演娄艺潇,陈赫,李金铭,孙艺洲"
爱情公寓第一部,5.0分,"主演赵霁,金世佳,娄艺潇,陈赫"
爱情公寓第二部,3.0分,"主演娄艺潇,王传君,赵文琪,孙艺洲"
爱情公寓第三部,3.0分,"主演娄艺潇,陈赫,邓家佳,王传君"
回家的路有多远,3.0分,"主演闫学晶,孙涛"
爱情上上签,2.0分,"主演闫肃,邓伦,孙怡,戴燕妮"
超星星学园,4.3分,"主演肖战,王玉雯,白澍,彭楚粤"
大嫁风尚,3.0分,"主演乔振宇,杨紫,郭晓婷,巫刚"
家有喜妇,2.0分,"主演袁姗姗,贾乃亮,陈小艺,高曙光"
九州天空城,1.0分,"主演张若昀,关晓彤,刘畅,鞠婧祎"
龙号机车,3.0分,"主演曹云金,俞惠子,姜超,刘金山"
人民检察官,4.0分,"主演殷桃,于震,于荣光,郭凯敏"
上错花轿之三嫁奇缘,3.0分,"主演邱心志,唐艺昕,何明翰,孙耀琦"
微能力者,4.0分,主演陈思宇 李思阳 熊欣 张弛 王子清
我的辣妹保镖,1.0分,"主演徐洪浩,侯梦莎,程愫"
神探狄仁杰1,4.0分,"主演梁冠华,吕中,张子健,须乾"
神探狄仁杰2,2.0分,"主演梁冠华,张子健,吕中,姜昕言"
神探狄仁杰3,4.0分,"主演梁冠华,张子健,董璇,吕中"
神探狄仁杰4,3.9分,"主演梁冠华,周洁,吴庆哲,杨常青"
神探狄仁杰前传,2.0分,"主演富大龙,王静,杨幂,王茂蕾"
帝陵,1.0分,主演司马迁
美人为馅3,1.0分,"主演杨蓉,白宇,张逸杰,米热"
风云第一部,5.0分,"主演赵文卓,何润东,千叶真一,蒋勤勤"
参工传奇,4.0分,"主演宗峰岩,汤镇宗,王靖云,刘交心"
秦时明月2015,5.0分,"主演陆毅,陈妍希,蒋劲夫,孙艺洲"
恶作剧之吻2016,4.0分,"主演李玉玺,吳心緹,蔡灿得,席惟倫"
飞虎神鹰,1.0分,"主演张子健,梁冠华,曲栅栅,苑冉"
蜀山战纪之剑侠传奇,1.0分,"主演赵丽颖,陈伟霆,吴奇隆,叶祖新"
三生三世十里桃花,4.4分,"主演杨幂,赵又廷,张智尧,迪丽热巴"
寻找前世之旅第一部,2.0分,"主演付辛博,马可,周雨彤,那家威"
寻找前世之旅第二部,1.0分,"主演马可,付辛博,周雨彤,聂子皓"
一念向北,1.0分,"主演刘恺威,张俪,吴建飞,梁又琳"
飞刀又见飞刀,4.0分,"主演刘恺威,杨蓉,黄宥明,吴映洁"
玄门大师,5.0分,"主演佟梦实,王秀竹,裴子添,赵越"
向前一步是幸福,2.0分,"主演傅程鹏,刘晓洁,杨雪,何彦霓"
王中王,5.0分,"主演罗嘉良,黄海冰,蒋勤勤,尤勇"
炊事班的故事第一季,3.0分,"主演洪剑涛,周小斌,毛孩,范明"
炊事班的故事第二季,5.0分,"主演洪剑涛,周小斌,毛孩,范明"
炊事班的故事第三季,2.0分,"主演周小斌,毛孩,姜超,王超"
护宝联盟第二季,5.0分,"主演陈楚河,钟欣潼,曹操,伊莉莎"
哦！我的皇帝陛下第二季,3.0分,"主演谷嘉诚,伍嘉成,肖战,赵露思"
少年杨家将,4.0分,"主演胡歌,彭于晏,何润东,陈龙"
蜗居,3.5分,"主演海清,李念,郝平,文章"
我与你的光年距离,2.5分,"主演宋威龙,周雨彤,王以纶,高熙儿"
盗墓笔记第一季,3.0分,"主演李易峰,杨洋,刘天佐,张智尧"
新上海滩黄晓明版,2.0分,"主演黄晓明,孙俪,黄海波,陈数"
糊涂县令郑板桥,4.0分,"主演赵毅,柴碧云,胡亚捷,肖轶"
射雕英雄传杨旭文,2.0分,"主演杨旭文,李一桐,陈星旭,孟子义"
璀璨人生DVD,5.0分,"主演何润东,李沁,阚清子,张勋杰"
封神榜之凤鸣岐山,3.0分,"主演范冰冰,周杰,马景涛,刘德凯"
封神榜之武王伐纣,4.0分,"主演黄维德,林心如,刘德凯,娄淇"
封神英雄榜第一部,4.0分,"主演陈键锋,张馨予,姜鸿,张明明"
封神英雄榜第二部,3.0分,"主演陈键锋,李依晓,张迪,张明明"
西游记1986版,1.5分,"主演六小龄童,迟重瑞,马德华,汪粤"
西游记后传,1.0分,"主演曹荣,闾汉彪,黄海冰,吴健"
西游记续集,4.0分,"主演六小龄童,徐少华,迟重瑞,崔景富"
西游记张纪中版,2.0分,主演吴樾 聂远 臧金生 徐锦江
西游记浙江版,2.0分,主演陈司翰 费振翔 谢宁 牟凤彬
半妖倾城第一部,3.0分,"主演张哲瀚,李一桐,米热,何瑞贤"
大明王朝1566,2.0分,"主演陈宝国,黄志忠,倪大红,王庆祥"
活佛济公第一部,3.0分,"主演陈浩民,杨雪,陈紫函,林子聪"
活佛济公第二部,2.0分,"主演陈浩民,林子聪,叶新,周觅"
活佛济公第三部,4.0分,"主演陈浩民,林子聪,叶祖新,林江国"
神雕侠侣陈晓版,2.0分,"主演陈晓,陈妍希,张馨予,张雪迎"
神雕侠侣刘亦菲版,4.0分,"主演刘亦菲,黄晓明,陈紫函,杨幂"
魔幻手机第一部,1.0分,"主演李滨,陈创,舒畅,谢宁"
魔幻手机第二部,4.0分,"主演李滨,舒畅,曹骏"
少年四大名捕,2.0分,"主演张翰,何晟铭,杨洋,陈伟霆"
天涯明月刀,3.0分,"主演钟汉良,张檬,张定涵,陈楚河"
五鼠闹东京,1.0分,"主演陈晓,严屹宽,郑爽,张芷溪"
新边城浪子,1.0分,"主演朱一龙,于清斌,张馨予,贡米"
倚天屠龙记邓超版,5.0分,"主演邓超,安以轩,刘竞,张智尧"
倚天屠龙记苏有朋版,2.0分,"主演苏有朋,贾静雯,高圆圆,张国立"
"如果,爱",1.0分,"主演张柏芝,徐志贤,吴建豪,倪景阳"
诗王争霸,2.0分,主演马涤尘 张向珉
少年张三丰张卫健版,5.0分,"主演张卫健,李冰冰,李小璐,苏有朋"
神话胡歌版,2.0分,"主演胡歌,白冰,张世,任泉"
仙剑云之凡,3.0分,"主演韩东君,古力娜扎,郑元畅,金晨"
仙剑奇侠传第一部,4.0分,"主演胡歌,刘亦菲,安以轩,刘品言"
仙剑奇侠传第三部,4.0分,"主演胡歌,杨幂,唐嫣,霍建华"
像我们一样年轻,4.0分,"主演陈翔,陈瑶,卢杉,刘恩佑"
勇者胜,3.0分,"主演周一围,战菁一,尹铸胜,李茂"
想看你微笑,1.0分,"主演杜雨宸,李汶翰,刘倩妏,侯俊丞"
骨语,3.0分,"主演张龄心,高仁,蔡宜达,张家鼎"
一起来看流星雨2009,2.0分,"主演郑爽,张翰,俞灏明,魏晨"
雍正王朝,4.0分,"主演唐国强,焦晃,王绘春,杜雨露"
乾隆王朝,4.0分,"主演焦晃,陈锐,左小青"
康熙王朝,2.8分,"主演斯琴高娃,陈道明,高兰村,茹萍"
福星高照猪八戒,2.0分,"主演黄海波,韩雪,范冰冰,杨若兮"
春光灿烂猪八戒,1.0分,"主演徐峥,陶虹,孙兴,李立群"
家有儿女初长成,5.0分,"主演张一山,高亚麟,王琳,张晔子"
同学两亿岁,3.0分,"主演朱致灵,李庚希,梁宝羚,昌隆"
法网追凶,3.0分,"主演马境,王梓权,王劲松,王晓"
飞虎队,3.0分,"主演张子健,贺刚,钟卫华,淳于珊珊"
石敢当之雄峙天东,5.0分,"主演张子健,刘德凯,六小龄童,淳于珊珊"
孩子你在哪里,1.0分,"主演任泉,何晴,姚橹,潘晓莉"
极品家丁普通版,4.0分,"主演陈赫,金晨,尹正,李溪芮"
极品家丁弹幕版,1.0分,"主演陈赫,金晨,尹正,李溪芮"
上瘾,4.2分,主演黄景瑜，许魏洲，林枫松，陈稳
灵与肉,3.0分,"主演于小伟,孙茜,黄小蕾,林鹏"
花千骨,1.0分,"主演霍建华,赵丽颖,蒋欣,张丹峰"
门第,1.0分,"主演佟大为,于明加,丁嘉丽,于小伟"
钟馗捉妖记,4.0分,"主演杨旭文,杨蓉,麦迪娜,李子峰"
水果传,4.0分,主演杨燊
天外飞仙胡歌版,3.0分,"主演胡歌,林依晨,李勤勤,赵亮"
初婚,4.0分,"主演朱锐,林继东,蔡蝶"
走火,4.0分,"主演于毅,周放,高旻睿,王阳"
真正的脑洞,3.0分,主演李泊文 李哲羽
兵王,1.0分,"主演郑奇,宋轶,李君峰,闫庆元"
我的女友要上天,1.0分,"主演张思帆,虞朗,林昕阳,魏小也"
疯狂创客,3.0分,"主演李静涛,简叶,娄谦,李皓璇"
萌妃驾到,4.0分,"主演汪东城,金晨,夏一瑶,韩玖诺"
厨窗外的天空,5.0分,"主演唐治平,尚天瞳,李子雄"
爱国者,4.5分,"主演张鲁一,佟丽娅,芦芳生,田雨"
不过是分手,3.0分,"主演陈思贤,马佳慧,陈静,艾涛"
穿越时空的爱恋,4.3分,"主演张庭,徐峥,万弘杰,刘莉莉"
老妈的桃花运,5.0分,"主演李曼,何赛飞,翟小兴,秦焰"
脱身,1.0分,"主演陈坤,万茜,王耀庆,蔡文静"
功夫之爱的速递,5.0分,"主演杜淳,姚笛,曾晓斌,万昊辰"
天涯女人心,3.0分,"主演郑凯,薛佳凝,张译木,宗峰岩"
来自海洋的你,5.0分,"主演周雨彤,李宏毅,王秀竹,胡浩博"
林海雪原2017,3.0分,"主演张睿,李光洁,倪大红,金星"
镇魂,3.0分,"主演白宇,朱一龙,辛鹏,高雨儿"
最美是你,2.9分,"主演于小伟,于明加,秦鸣悦,田子田"
来到你的世界,2.0分,"主演林柏宏,李浩菲,黄一琳,黄俊捷"
亲爱的活祖宗,4.0分,"主演陈哲远,董晴,戴向宇,王汀"
太行赤子,4.0分,"主演张国强,徐百卉,褚栓忠"
法医秦明2清道夫,2.0分,"主演刘冬沁,刘畅,于莎莎"
纪实72小时(中国版),2.0分,主演内详
天意超能篇,2.0分,"主演欧豪,海铃,唐嫣,乔振宇"
楚汉传奇,3.5分,"主演陈道明,何润东,秦岚,李依晓"
扶摇,1.0分,"主演杨幂,阮经天,刘奕君,王劲松"
抗倭侠侣第一季,1.0分,"主演金珈,洪雁,白雨,苗皓钧"
废柴兄弟第一季,2.0分,"主演王宁,修睿,魏梦,李乐儿"
废柴兄弟第二季,4.0分,"主演王宁,修睿,魏梦,许瑶璇"
废柴兄弟第三季,1.0分,"主演王宁,修睿,童菲,魏梦"
废柴兄弟第四季,2.0分,"主演王宁,修睿,童菲,魏梦"
废柴兄弟第五季,4.0分,"主演孙艺洲,张海宇,高艺涵,李又麟"
为了你我愿意热爱整个世界,3.0分,"主演罗晋,郑爽,张艺上,庞瀚辰"
毛骗第一季,3.5分,"主演安宁,赵宁,杨羽,黎伟"
毛骗第二季,4.0分,"主演杨羽,安宁,邢冬冬,黎伟"
毛骗终结篇,2.0分,"主演杨羽,邵庄,安宁,邢冬冬"
暗黑者第一部,3.5分,"主演郭京飞,李倩,经超,甘露"
暗黑者第二部,3.0分,"主演郭京飞,甘露,李倩,张瑞涵"
大明按察使后传,4.0分,"主演姚橹,李芯逸,郑伟"
校花前传之很纯很暧昧,5.0分,"主演敖犬,赵奕欢,陈柏融,叶熙祺"
校花的贴身高手,1.0分,"主演李宗霖,曹曦月,徐开骋,向以丞"
校花的贴身高手2,1.0分,"主演李宗霖,黄一琳,熊玉婷,王姿允"
校花的贴身高手3,3.0分,"主演李宗霖,黄一琳,陈雅丽,王姿允"
校花的贴身高手4,2.0分,"主演李宗霖,黄一琳,陈雅丽,王姿允"
围城,3.0分,"主演陈道明,英达,吕丽萍,葛优"
芸汐传,4.0分,"主演鞠婧祎,张哲瀚"
旋风少女第一季,4.8分,"主演胡冰卿,杨洋,白敬亭,陈翔"
奇星记之鲜衣怒马少年时,5.0分,"主演吴磊,陈翔,郑合惠子,郝劭文"
少年包青天,1.0分,"主演周杰,释小龙,任泉,李冰冰"
我不是妖怪,2.0分,"主演张雨剑,刘冬沁,王嵛,书亚信"
回家的诱惑,4.0分,"主演秋瓷炫,李彩桦,凌潇肃,郑逸桐"
暴走家丁,5.0分,主演陶思源 傅杨杨
一千零一夜,5.0分,"主演迪丽热巴,邓伦,陈奕龙,王瑞子"
拥抱幸福,3.0分,主演黄少祺 海陆
追捕者,3.0分,"主演陈龙,于和伟,王珂,何政军"
我们的青春期,4.0分,"主演曾淇,钱冬旎,康宁,张日妮"
十宗罪,5.0分,"主演曾志伟,张翰,于小彤,张雅玫"
S.C.I.谜案集,1.0分,"主演高瀚宇,季肖冰,王美人,范玮"
不一样的美男子,4.0分,"主演张翰,吴映洁,纪亚文,方逸伦"
这里是中国,2.0分,主演内详
玉 魂,3.0分,主演杜源 赵毅
法网追凶第二季,5.0分,"主演马境,王梓权,王劲松,王晓"
护宝联盟第三季,5.0分,"主演陈楚河,钟欣潼,曹操,伊莉莎"
球王,3.0分,"主演郭常辉,华少瑞明,曾水"
太子妃升职记,3.0分,"主演张天爱,盛一伦,于朦胧,江奇霖"
快把我哥带走,4.7分,"主演曾舜晞,孙千,胡永涛,马柏全"
美人心计,5.0分,"主演林心如,杨幂,王丽坤,陈键锋"
三国演义,1.0分,"主演唐国强,孙彦军,鲍国安,李靖飞"
陆小凤传奇,5.0分,"主演张智霖,张智尧,何润东"
不一样的美男子2,4.0分,"主演张云龙,阚清子,陈奕,谢彬彬"
夫妻那些事,1.0分,"主演黄磊,陈数,梁静,李明珠"
夫妻那些事第二部,4.0分,"主演郭涛,马苏,韩青,苏岩"
无法拥抱的你,5.0分,"主演张予曦,邢昭林,戴景耀,徐开骋"
无法拥抱的你第二季,4.0分,主演张予曦 /邢昭林 /戴景耀 /徐开骋 /王若雪 /孙泽源
陪读妈妈,2.0分,"主演梅婷,许亚军,邬君梅,曾黎"
诚忠堂,3.0分,"主演张博,童瑶,潘虹,乔欣"
热血高校.第一季,4.0分,"主演蒋雪鸣,陈昊宇,赵粤,曹佑宁"
素手遮天,3.0分,"主演黄婷婷,刘忻,王霏霏,邓宁"
青春警事,2.0分,"主演焦俊艳,魏大勋,杨廷东,王子璇"
致命X,3.0分,主演田川/王嘉宁/史磊
婚姻历险记,5.0分,"主演韩雪,黄宥明,汤晶晶,瑛子"
璀璨人生,1.0分,"主演何润东,李沁,阚清子,张勋杰"
辣妈正传,1.0分,"主演孙俪,张译,明道,邬君梅"
热血书院,1.0分,"主演梁大维,张芷溪,张瑞涵,艾晓琪"
风中奇缘,3.0分,"主演刘诗诗,彭于晏,胡歌,陈法拉"
岁岁年年柿柿红,3.0分,"主演王茜华,沈行,于震,王挺"
人生一串,5.0分,主演内详
重返20岁,4.0分,"主演韩东君,胡冰卿,秦汉,归亚蕾"
妖倾天下,3.0分,主演崔冬辰 苗皓钧
无间道第一季,3.0分,"主演王阳,罗仲谦,朱锐,苏丽珊"
无间道第二季,2.0分,"主演王阳,罗仲谦,朱锐,苏丽珊"
无间道第三季,2.0分,"主演王阳,罗仲谦,任贤齐,罗嘉良"
欢喜盈门,5.0分,"主演潘长江,赵达,王翊丹,于莉红"
给我一个十八岁,3.0分,"主演郭麒麟,王嘉宁,孙伟豪,方川"
陈二狗的妖孽人生第一季,3.7分,主演王姿允，赵炳锐，刘波，朱涵燕
陈二狗的妖孽人生第二季,4.5分,主演王姿允，赵炳锐，刘波，朱涵燕
古剑奇谭,4.0分,"主演杨幂,李易峰,马天宇,乔振宇"
男才女貌,3.0分,"主演林心如,陆毅,姜华,曾黎"
坐88路车回家,1.0分,"主演张博,刘威葳,张凯丽,陈国坤"
面具,1.0分,"主演祖锋,梅婷,侯勇,于明加"
猎毒人,1.0分,"主演于和伟,张丹峰,侯梦莎,傅程鹏"
又拐个皇帝回现代,2.0分,"主演季晨,袁中方,于果,刘明瓉"
包青天之开封奇案,2.0分,"主演金超群,范鸿轩,何家劲,王莎莎"
楚汉争雄,2.0分,"主演黄秋生,任程伟,柯蓝,金晨"
流星花园,3.0分,"主演沈月,王鹤棣,官鸿,梁靖康"
花非花雾非雾,5.0分,"主演李晟,张睿,朱镇模,林心如"
炮灰攻略,4.0分,"主演严禹豪,余玥,赵诚宇,陈宥维"
特警力量,2.0分,"主演安雅萍,徐洪浩,任天野,王妍之"
爱情公寓番外篇,1.0分,"主演陈赫,娄艺潇,孙艺洲,李佳航"
STB超级教师第一部,5.0分,"主演雷牧,郑中玉,张婷,欧宇宁"
STB超级教师第二部,4.0分,"主演雷牧,张沐莀,史元庭,裘恩典"
古剑奇谭2,5.0分,"主演李治廷,颖儿,付辛博,姜雯"
火星女孩,5.0分,主演赵圆圆 刘冠男
女王进行时 第二季,3.0分,"主演董芒芒,万翔,宁南,高丽雯"
最亲爱的你,3.0分,"主演虞书欣,赵志伟,王妍之,何蓝逗"
在悠长的时光里等你,5.0分,"主演田曦薇,张永博,于跃,杨尚娴"
咱们结婚吧,3.8分,"主演高圆圆,黄海波,张凯丽,王彤"
隋唐演义,5.0分,"主演严屹宽,富大龙,张翰,姜武"
别那么骄傲,5.0分,"主演宋芸桦,佟梦实,刘倩妤,侯彦西"
别那么骄傲2,3.0分,"主演佟梦实,宋芸桦,官鸿,刘倩妤"
我到新疆去,4.0分,主演内详
万万没想到第一季,3.0分,"主演白客,葛布,易小星,张本煜"
万万没想到第二季,2.0分,"主演白客,葛布,易小星,张本煜"
万万没想到第三季,4.0分,"主演白客,胡洁琼,刘浩,葛布"
老马家的幸福往事,2.0分,"主演林永健,何赛飞,辛柏青,于和伟"
谢文东第一季,3.0分,"主演吴建国,邓洛淋,施翔,方帅"
开封府传奇,4.0分,"主演黄维德,张檬,齐奎,甘婷婷"
我爱我家,3.0分,"主演文兴宇,宋丹丹,杨立新,梁天"
我爱我家2圆圆的故事,1.0分,"主演关凌,梁天,姜超,沈畅"
聊斋奇女子,1.0分,"主演吴奇隆,范文芳,陈晓东,孙莉"
调香师第一季,5.0分,"主演刘浩,陈烨林,葛布,溪格"
我和两个他,3.0分,"主演张子枫,熊梓淇,刘剑羽,刘奕畅"
睡在我上铺的兄弟,2.0分,"主演陈晓,杜天皓,刘芮麟,李现"
还珠格格第三部,4.5分,"主演黄奕,古巨基,周杰,马伊琍"
神犬小七第一季,5.0分,"主演金世佳,郭碧婷,朱佳煜,王煜"
神犬小七第二季,5.0分,"主演张云龙,王洋,王煜,杜俊泽"
延禧攻略,3.0分,"主演秦岚,聂远,佘诗曼,吴谨言"
传奇大掌柜,4.0分,"主演谷智鑫,何冰,杨立新,梁冠华"
校园篮球风云,2.0分,"主演陆路,金翰,邢菲,庞勇"
沙海,5.0分,"主演吴磊,秦昊,张萌,杨蓉"
对的时间，对的人,1.0分,"主演刘济恺,邵星颖,王宇泽,辛如羌"
谢文东第二季,5.0分,"主演吴建国,邓洛淋,施翔,方帅"
屌丝男士第一季,2.0分,"主演大鹏,柳岩,孙俪,何云伟"
屌丝男士第二季,3.0分,"主演大鹏,林志玲 Chiling Lin,马丽,后舍男生"
屌丝男士第三季,4.0分,"主演大鹏,吉泽明步,拓也哥,约翰尼·盖尔克奇"
屌丝男士第四季,2.0分,"主演大鹏,玛蒂娜·希尔,韩庚,范冰冰"
死灵魂,5.0分,主演内详
异能家庭,5.0分,"主演张本煜,郑合惠子,孔连顺,刘杰毅"
深圳合租记,5.0分,"主演罗志祥,毛俊杰,郑罗茜,吴映洁"
水月洞天第一部,3.0分,"主演于波,蔡少芬,杨俊毅,陈法蓉"
水月洞天第二部,4.5分,"主演于波,陈法蓉,蔡少芬,杨俊毅"
烟袋斜街10号,4.0分,主演罗一航，宫政，杨曦，康榕
谢文东第四季,3.0分,"主演吴建国,邓洛淋,史耀中,郭强"
我的隐形男友.第二季,2.0分,"主演赵文俊,李水诺,杜岩,邢文杰"
热血高校.第二季,1.0分,"主演蒋雪鸣,陈昊宇,赵粤,曹佑宁"
甜蜜暴击,1.0分,"主演鹿晗,关晓彤,裴子添,邵雨薇"
鲜肉老师,2.0分,"主演白客,孔连顺,郑合惠子,陈钰琪"
如果国宝会说话第二季,2.0分,主演文物
媚者无疆,4.0分,"主演李一桐,屈楚萧,汪铎,李子峰"
婚姻遇险记,2.0分,主演韩雪 黄宥明
法网追凶.第三季,4.0分,"主演马境,王梓权,王劲松,王晓"
大明湖畔有人家,2.0分,主演刘鹏 王斌
满秋,1.0分,"主演颜丙燕,宋春丽,牛莉,李坤霖"
限定24小时,4.0分,"主演李宏毅,潘霜霜,李浩男,阮雨白"
梅花儿香,5.0分,"主演原雨,荣蓉,李竹,刘娜萍"
画江湖之不良人真人版,1.0分,"主演郑业成,李纯,范世琦,蔡文静"
画江湖之不良人真人版2,1.0分,"主演郑业成,蔡文静,李纯,栾蕾英"
千金归来,5.0分,"主演李易峰,李沁,赵文瑄,郑佩佩"
走西口,3.0分,"主演杜淳,苗圃,富大龙,侯天来,储智博,吕中,韩童生,曹力"
医馆笑传,5.0分,"主演陈赫,王传君,姜妍,张子萱"
医馆笑传2,2.0分,"主演李佳航,姜妍,李金铭,王彦霖"
中国式合伙人,1.0分,"主演朱亚文,郑元畅,李佳航,菅纫姿"
火蓝刀锋,3.0分,"主演杨志刚,郑凯,白威,赫子铭"
隋唐英雄传,1.0分,"主演黄海冰,聂远,林子聪,释小龙"
